date,customerId,customerId,paymentPeriod,loanAmount,currencyType,evaluationChannel,interest_rate
2022-09-10,170093562,CUS17009356260,60,80000,USD,WEB PAGE,0.099
2022-09-10,152000062,CUS15200006248,48,23500,USD,WEB PAGE,0.099
2022-09-10,542398143,CUS54239814360,60,41332,USD,WEB PAGE,0.115
2022-09-10,560986153,CUS56098615360,60,100000,USD,WEB PAGE,0.105
2022-09-10,999146097,CUS99914609760,60,13000,USD,WEB PAGE,0.135
2022-09-10,123359083,CUS12335908348,48,30000,USD,WEB PAGE,0.155
2022-09-10,518670005,CUS51867000560,60,55000,USD,WEB PAGE,0.135
2022-09-10,337683326,CUS33768332660,60,36241,USD,WEB PAGE,0.099
2022-09-10,168492659,CUS16849265948,48,35000,USD,WEB PAGE,0.099
2022-09-10,373978860,CUS37397886060,60,16000,USD,WEB PAGE,0.109
2022-09-10,395241184,CUS39524118460,60,25500,USD,WEB PAGE,0.125
2022-09-10,217883792,CUS21788379236,36,18700,USD,WEB PAGE,0.115
2022-09-10,255689144,CUS25568914448,48,32003.5,USD,WEB PAGE,0.105
2022-09-10,731607830,CUS73160783048,48,59300,USD,WEB PAGE,0.105
2022-09-10,145491288,CUS14549128860,60,24999,USD,WEB PAGE,0.145
2022-09-10,312953757,CUS31295375736,36,16000,USD,WEB PAGE,0.105
2022-09-10,239808446,CUS23980844636,36,10000,USD,WEB PAGE,0.14
2022-09-10,518811845,CUS51881184548,48,140000,USD,AGENCY,0.195
2022-09-10,937653469,CUS93765346960,60,50000,USD,WEB PAGE,0.109
2022-09-10,887157558,CUS88715755848,48,13000,USD,WEB PAGE,0.104
2022-09-10,997808427,CUS99780842760,60,41600,USD,AGENCY,0.109
2022-09-10,782102841,CUS78210284112,12,6000,USD,WEB PAGE,0.099
2022-09-10,202587898,CUS20258789860,60,140000,USD,WEB PAGE,0.109
2022-09-10,750775533,CUS75077553336,36,26700,USD,WEB PAGE,0.099
2022-09-10,873467395,CUS87346739560,60,70000,USD,WEB PAGE,0.115
2022-09-10,300823836,CUS30082383660,60,40000,USD,WEB PAGE,0.105
2022-09-10,572174203,CUS57217420336,36,10800,USD,WEB PAGE,0.225
2022-09-10,326937224,CUS32693722448,48,10000,USD,WEB PAGE,0.195
2022-09-10,525128448,CUS52512844860,60,35000,USD,WEB PAGE,0.12
2022-09-10,771106976,CUS77110697612,12,5000,USD,WEB PAGE,0.135
2022-09-10,341242715,CUS34124271560,60,30000,USD,CONTACT CENTER,0.119
2022-09-10,697089297,CUS69708929748,48,47664,USD,AGENCY,0.099
2022-09-10,802360370,CUS80236037036,36,8500,USD,WEB PAGE,0.119
2022-09-10,200042753,CUS20004275336,36,33003.5,USD,AGENCY,0.105
2022-09-10,587459584,CUS58745958424,24,15000,USD,WEB PAGE,0.105
2022-09-10,986512579,CUS98651257936,36,3000,USD,WEB PAGE,0.125
2022-09-10,236907143,CUS23690714312,12,10000,USD,WEB PAGE,0.145
2022-09-10,690151063,CUS69015106360,60,98131.28,USD,WEB PAGE,0.1
2022-09-10,423094711,CUS42309471160,60,34560,USD,AGENCY,0.125
2022-09-10,139113198,CUS13911319836,36,27100,USD,WEB PAGE,0.099
2022-09-10,449659081,CUS44965908124,24,17700,USD,WEB PAGE,0.114
2022-09-10,934210238,CUS93421023860,60,85000,USD,WEB PAGE,0.099
2022-09-10,606447188,CUS60644718812,12,6000,USD,WEB PAGE,0.099
2022-09-10,537867026,CUS53786702636,36,100000,USD,WEB PAGE,0.115
2022-09-10,541455107,CUS54145510724,24,10000,USD,WEB PAGE,0.125
2022-09-10,442930580,CUS44293058060,60,55000,USD,WEB PAGE,0.125
2022-09-10,525799191,CUS52579919124,24,10000,USD,WEB PAGE,0.125
2022-09-10,822899175,CUS82289917524,24,10000,USD,WEB PAGE,0.105
2022-09-10,445096741,CUS44509674112,12,3000,USD,WEB PAGE,0.18
2022-09-10,314522300,CUS31452230024,24,12000,USD,WEB PAGE,0.105
2022-09-10,221016387,CUS22101638712,12,3000,USD,WEB PAGE,0.105
2022-09-10,661503269,CUS66150326960,60,180000,USD,AGENCY,0.18
2022-09-10,681645088,CUS68164508860,60,180000,USD,CONTACT CENTER,0.12
2022-09-10,534953048,CUS53495304824,24,2000,USD,WEB PAGE,0.13
2022-09-10,314526164,CUS31452616448,48,60000,USD,WEB PAGE,0.104
2022-09-10,815437934,CUS81543793448,48,29500,USD,WEB PAGE,0.099
2022-09-10,712369163,CUS71236916348,48,50000,USD,WEB PAGE,0.109
2022-09-10,919491491,CUS91949149124,24,10000,USD,WEB PAGE,0.099
2022-09-10,149536173,CUS14953617336,36,47000,USD,AGENCY,0.099
2022-09-10,187658928,CUS18765892836,36,17500,USD,WEB PAGE,0.119
2022-09-10,686303016,CUS68630301612,12,15000,USD,WEB PAGE,0.11
2022-09-10,888976274,CUS88897627436,36,20000,USD,WEB PAGE,0.105
2022-09-10,855305252,CUS85530525248,48,18000,USD,WEB PAGE,0.14
2022-09-10,606509725,CUS60650972512,12,5000,USD,AGENCY,0.195
2022-09-10,562197052,CUS56219705260,60,43000,USD,WEB PAGE,0.18
2022-09-10,506848107,CUS50684810760,60,63800,USD,WEB PAGE,0.135
2022-09-10,853059062,CUS85305906260,60,41553,USD,WEB PAGE,0.114
2022-09-10,916792589,CUS91679258924,24,50000,USD,WEB PAGE,0.099
2022-09-10,819186579,CUS81918657936,36,36000,USD,WEB PAGE,0.115
2022-09-10,458220461,CUS45822046160,60,2221.81,USD,AGENCY,0.339
2022-09-10,340710521,CUS34071052160,60,1000,USD,WEB PAGE,0.2
2022-09-10,292849836,CUS29284983660,60,50000,USD,WEB PAGE,0.115
2022-09-10,181163988,CUS18116398860,60,20000,USD,WEB PAGE,0.195
2022-09-10,720123672,CUS72012367224,24,28179.27,USD,WEB PAGE,0.185
2022-09-10,625571503,CUS62557150360,60,35000,USD,WEB PAGE,0.135
2022-09-10,618901464,CUS61890146460,60,130000,USD,AGENCY,0.099
2022-09-10,191319510,CUS19131951060,60,70000,USD,WEB PAGE,0.135
2022-09-10,370505095,CUS37050509548,48,7000,USD,WEB PAGE,0.099
2022-09-10,482979881,CUS48297988160,60,13900,USD,WEB PAGE,0.119
2022-09-10,726804893,CUS72680489336,36,25000,USD,WEB PAGE,0.099
2022-09-10,240310473,CUS24031047312,12,8000,USD,WEB PAGE,0.105
2022-09-10,124394952,CUS12439495260,60,40000,USD,AGENCY,0.099
2022-09-10,438163608,CUS43816360848,48,50000,USD,WEB PAGE,0.099
2022-09-10,234479838,CUS23447983836,36,28850,USD,WEB PAGE,0.099
2022-09-10,691316953,CUS69131695324,24,7520,USD,WEB PAGE,0.125
2022-09-10,426539595,CUS42653959560,60,50000,USD,WEB PAGE,0.125
2022-09-10,367005074,CUS36700507448,48,60000,USD,WEB PAGE,0.105
2022-09-10,934850623,CUS93485062324,24,20000,USD,WEB PAGE,0.13
2022-09-10,627532585,CUS62753258560,60,55000,USD,WEB PAGE,0.115
2022-09-10,269289177,CUS26928917748,48,30000,USD,WEB PAGE,0.105
2022-09-10,961160485,CUS96116048560,60,90000,USD,AGENCY,0.115
2022-09-10,344995987,CUS34499598760,60,49000,USD,AGENCY,0.115
2022-09-10,370235778,CUS37023577860,60,49000,USD,AGENCY,0.115
2022-09-10,193455134,CUS19345513460,60,56790,USD,WEB PAGE,0.105
2022-09-10,257601854,CUS25760185424,24,5000,USD,WEB PAGE,0.175
2022-09-10,656795833,CUS65679583360,60,40000,USD,WEB PAGE,0.19
2022-09-10,203352453,CUS20335245324,24,30000,USD,WEB PAGE,0.135
2022-09-10,666328560,CUS66632856024,24,21140,USD,WEB PAGE,0.099
2022-09-10,913302848,CUS91330284848,48,44000,USD,WEB PAGE,0.099
2022-09-10,225069175,CUS22506917548,48,30000,USD,WEB PAGE,0.115
2022-09-10,154025031,CUS15402503160,60,70000,USD,AGENCY,0.225
2022-09-10,490874483,CUS49087448360,60,89763.93,USD,WEB PAGE,0.185
2022-09-10,865170283,CUS86517028360,60,140000,USD,WEB PAGE,0.11
2022-09-10,197751363,CUS19775136360,60,28500,USD,WEB PAGE,0.13
2022-09-10,401986226,CUS40198622648,48,85000,USD,WEB PAGE,0.12
2022-09-10,674541367,CUS67454136748,48,30000,USD,WEB PAGE,0.13
2022-09-10,280872511,CUS28087251160,60,70000,USD,WEB PAGE,0.125
2022-09-10,868317915,CUS86831791560,60,37000,USD,WEB PAGE,0.099
2022-09-10,664969064,CUS66496906448,48,2000,USD,WEB PAGE,0.11
2022-09-10,166953381,CUS16695338160,60,59000,USD,WEB PAGE,0.119
2022-09-10,299484592,CUS29948459248,48,40000,USD,WEB PAGE,0.099
2022-09-10,945039503,CUS94503950360,60,20000,USD,WEB PAGE,0.099
2022-09-10,221195234,CUS22119523460,60,1120.68,USD,AGENCY,0.339
2022-09-10,554181066,CUS55418106660,60,16600,USD,WEB PAGE,0.18
2022-09-10,730533075,CUS73053307560,60,30000,USD,WEB PAGE,0.19
2022-09-10,466460884,CUS46646088460,60,48094,USD,WEB PAGE,0.1
2022-09-10,971786938,CUS97178693860,60,28300,USD,WEB PAGE,0.13
2022-09-10,725318776,CUS72531877648,48,25000,USD,WEB PAGE,0.15
2022-09-10,209421583,CUS20942158360,60,30046,USD,WEB PAGE,0.099
2022-09-10,611944038,CUS61194403860,60,91268.8,USD,WEB PAGE,0.105
2022-09-10,375230426,CUS37523042660,60,42800,USD,AGENCY,0.135
2022-09-10,604325115,CUS60432511548,48,29900,USD,WEB PAGE,0.104
2022-09-10,156903173,CUS15690317324,24,9000,USD,WEB PAGE,0.104
2022-09-10,678175121,CUS67817512136,36,22005,USD,WEB PAGE,0.099
2022-09-10,912061405,CUS91206140536,36,16740,USD,AGENCY,0.119
2022-09-10,436810166,CUS43681016660,60,23800,USD,WEB PAGE,0.115
2022-09-10,960627501,CUS96062750112,12,10000,USD,CONTACT CENTER,0.125
2022-09-10,677839386,CUS67783938624,24,18642,USD,AGENCY,0.125
2022-09-10,385642647,CUS38564264736,36,7300,USD,WEB PAGE,0.125
2022-09-10,858747999,CUS85874799960,60,50000,USD,WEB PAGE,0.105
2022-09-10,584084207,CUS58408420760,60,22503.5,USD,WEB PAGE,0.105
2022-09-10,684418166,CUS68441816660,60,12000,USD,WEB PAGE,0.17
2022-09-10,915342490,CUS91534249048,48,75000,USD,WEB PAGE,0.115
2022-09-10,203649125,CUS20364912560,60,100000,USD,AGENCY,0.135
2022-09-10,486914198,CUS48691419836,36,34012.86,USD,AGENCY,0.125
2022-09-10,967906690,CUS96790669060,60,135000,USD,AGENCY,0.135
2022-09-10,623217997,CUS62321799760,60,100000,USD,WEB PAGE,0.099
2022-09-10,308491110,CUS30849111060,60,50000,USD,WEB PAGE,0.099
2022-09-10,944031197,CUS94403119748,48,66000,USD,WEB PAGE,0.119
2022-09-10,263814497,CUS26381449760,60,62000,USD,WEB PAGE,0.135
2022-09-10,681418203,CUS68141820360,60,50005,USD,AGENCY,0.14
2022-09-10,765305404,CUS76530540460,60,64200,USD,WEB PAGE,0.099
2022-09-10,474286958,CUS47428695848,48,57000,USD,WEB PAGE,0.185
2022-09-10,483386696,CUS48338669648,48,68000,USD,AGENCY,0.195
2022-09-10,300303074,CUS30030307448,48,68000,USD,AGENCY,0.195
2022-09-10,222385000,CUS22238500024,24,34600,USD,WEB PAGE,0.11
2022-09-10,230951300,CUS23095130060,60,60700,USD,WEB PAGE,0.099
2022-09-10,377296410,CUS37729641048,48,34000,USD,WEB PAGE,0.099
2022-09-10,790309991,CUS79030999124,24,20500,USD,WEB PAGE,0.109
2022-09-10,496184233,CUS49618423324,24,15000,USD,WEB PAGE,0.105
2022-09-10,176527476,CUS17652747660,60,13000,USD,WEB PAGE,0.14
2022-09-10,825517786,CUS82551778660,60,120000,USD,WEB PAGE,0.105
2022-09-10,933776505,CUS93377650560,60,40000,USD,WEB PAGE,0.145
2022-09-10,353621062,CUS35362106260,60,7000,USD,WEB PAGE,0.165
2022-09-10,343023287,CUS34302328760,60,80000,USD,AGENCY,0.12
2022-09-10,588722520,CUS58872252024,24,11300,USD,WEB PAGE,0.099
2022-09-10,258799861,CUS25879986112,12,15000,USD,AGENCY,0.135
2022-09-10,911304545,CUS91130454560,60,33000,USD,WEB PAGE,0.15
2022-09-10,866869100,CUS86686910060,60,13200,USD,WEB PAGE,0.125
2022-09-10,795545437,CUS79554543712,12,2500,USD,WEB PAGE,0.105
2022-09-10,120295823,CUS12029582360,60,50448,USD,WEB PAGE,0.105
2022-09-10,638818168,CUS63881816860,60,137000,USD,AGENCY,0.125
2022-09-10,822281244,CUS82228124448,48,13000,USD,WEB PAGE,0.13
2022-09-10,860283245,CUS86028324560,60,120000,USD,AGENCY,0.13
2022-09-10,178420491,CUS17842049136,36,4500,USD,WEB PAGE,0.13
2022-09-10,529565943,CUS52956594360,60,55800,USD,WEB PAGE,0.105
2022-09-10,455207347,CUS45520734760,60,45000,USD,WEB PAGE,0.119
2022-09-10,833064869,CUS83306486960,60,55000,USD,WEB PAGE,0.13
2022-09-10,153907011,CUS15390701124,24,7500,USD,WEB PAGE,0.109
2022-09-10,738418695,CUS73841869560,60,120000,USD,WEB PAGE,0.099
2022-09-10,909114053,CUS90911405360,60,8100,USD,AGENCY,0.119
2022-09-10,582127768,CUS58212776848,48,60000,USD,WEB PAGE,0.12
2022-09-10,901305822,CUS90130582260,60,29000,USD,AGENCY,0.105
2022-09-10,303134064,CUS30313406436,36,9000,USD,WEB PAGE,0.14
2022-09-10,460875796,CUS46087579612,12,7000,USD,WEB PAGE,0.145
2022-09-10,488734182,CUS48873418248,48,40000,USD,WEB PAGE,0.105
2022-09-10,839475461,CUS83947546148,48,35000,USD,WEB PAGE,0.105
2022-09-10,345622404,CUS34562240460,60,102100,USD,WEB PAGE,0.13
2022-09-10,557279151,CUS55727915160,60,22000,USD,WEB PAGE,0.14
2022-09-10,276348711,CUS27634871136,36,45000,USD,WEB PAGE,0.099
2022-09-10,201010973,CUS20101097360,60,31000,USD,WEB PAGE,0.115
2022-09-10,885561314,CUS88556131460,60,90000,USD,WEB PAGE,0.14
2022-09-10,343485371,CUS34348537112,12,9000,USD,WEB PAGE,0.195
2022-09-10,921910723,CUS92191072360,60,39000,USD,CONTACT CENTER,0.155
2022-09-10,128175759,CUS12817575960,60,57400,USD,WEB PAGE,0.12
2022-09-10,842297565,CUS84229756548,48,60000,USD,AGENCY,0.13
2022-09-10,838916185,CUS83891618560,60,35000,USD,WEB PAGE,0.099
2022-09-10,953925856,CUS95392585660,60,56000,USD,WEB PAGE,0.109
2022-09-10,582476380,CUS58247638036,36,12000,USD,CONTACT CENTER,0.099
2022-09-10,321268953,CUS32126895360,60,72000,USD,WEB PAGE,0.104
2022-09-10,920909850,CUS92090985048,48,21500,USD,WEB PAGE,0.115
2022-09-10,164572235,CUS16457223536,36,47000,USD,WEB PAGE,0.105
2022-09-10,242540397,CUS24254039760,60,50000,USD,AGENCY,0.14
2022-09-10,887566881,CUS88756688160,60,100000,USD,AGENCY,0.215
2022-09-10,639682202,CUS63968220260,60,16833,USD,WEB PAGE,0.14
2022-09-10,847458094,CUS84745809460,60,84000,USD,AGENCY,0.135
2022-09-10,881544556,CUS88154455612,12,4000,USD,WEB PAGE,0.15
2022-09-10,136594827,CUS13659482736,36,3500,USD,WEB PAGE,0.16
2022-09-10,509931390,CUS50993139036,36,12000,USD,AGENCY,0.145
2022-09-10,656092124,CUS65609212436,36,11950,USD,WEB PAGE,0.145
2022-09-10,670151067,CUS67015106724,24,10000,USD,AGENCY,0.099
2022-09-10,840127628,CUS84012762860,60,56923,USD,WEB PAGE,0.099
2022-09-10,232195789,CUS23219578936,36,11800,USD,WEB PAGE,0.114
2022-09-10,750490697,CUS75049069760,60,25843.5,USD,WEB PAGE,0.099
2022-09-10,443918009,CUS44391800936,36,34503.5,USD,WEB PAGE,0.099
2022-09-10,904281408,CUS90428140860,60,76300,USD,AGENCY,0.135
2022-09-10,492168022,CUS49216802260,60,4000,USD,AGENCY,0.125
2022-09-10,780547710,CUS78054771060,60,25000,USD,WEB PAGE,0.105
2022-09-10,776088557,CUS77608855760,60,38300,USD,WEB PAGE,0.13
2022-09-10,895329421,CUS89532942112,12,9900,USD,WEB PAGE,0.135
2022-09-10,922975897,CUS92297589712,12,5000,USD,WEB PAGE,0.135
2022-09-10,890597535,CUS89059753524,24,18700,USD,WEB PAGE,0.099
2022-09-10,427313096,CUS42731309660,60,86300,USD,WEB PAGE,0.099
2022-09-10,874092387,CUS87409238760,60,100000,USD,AGENCY,0.225
2022-09-10,697775605,CUS69777560560,60,100000,USD,WEB PAGE,0.14
2022-09-10,150754856,CUS15075485660,60,30000,USD,WEB PAGE,0.18
2022-09-10,980344285,CUS98034428560,60,140000,USD,WEB PAGE,0.15
2022-09-10,476387917,CUS47638791736,36,5000,USD,WEB PAGE,0.135
2022-09-10,199926352,CUS19992635260,60,25000,USD,WEB PAGE,0.13
2022-09-10,779290048,CUS77929004836,36,27000,USD,WEB PAGE,0.13
2022-09-10,704950405,CUS70495040548,48,36000,USD,WEB PAGE,0.15
2022-09-10,367939539,CUS36793953960,60,24689,USD,WEB PAGE,0.14
2022-09-10,872558776,CUS87255877660,60,75000,USD,WEB PAGE,0.115
2022-09-10,364372876,CUS36437287660,60,17800,USD,WEB PAGE,0.135
2022-09-10,990251469,CUS99025146960,60,25000,USD,WEB PAGE,0.135
2022-09-10,386389053,CUS38638905324,24,13713,USD,WEB PAGE,0.135
2022-09-10,834701045,CUS83470104560,60,69400,USD,AGENCY,0.109
2022-09-10,177268440,CUS17726844048,48,40000,USD,WEB PAGE,0.125
2022-09-10,542050530,CUS54205053060,60,30000,USD,AGENCY,0.105
2022-09-10,195717550,CUS19571755060,60,21500,USD,WEB PAGE,0.125
2022-09-10,247247611,CUS24724761160,60,75000,USD,AGENCY,0.105
2022-09-10,529001971,CUS52900197160,60,100000,USD,WEB PAGE,0.105
2022-09-10,927622109,CUS92762210960,60,92000,USD,WEB PAGE,0.11
2022-09-10,647387440,CUS64738744048,48,29315,USD,AGENCY,0.119
2022-09-10,442753927,CUS44275392748,48,6003.5,USD,WEB PAGE,0.109
2022-09-10,484004262,CUS48400426248,48,35000,USD,WEB PAGE,0.099
2022-09-10,395812792,CUS39581279260,60,70424,USD,WEB PAGE,0.099
2022-09-10,460526153,CUS46052615360,60,32600,USD,CONTACT CENTER,0.109
2022-09-10,852957646,CUS85295764648,48,35000,USD,WEB PAGE,0.125
2022-09-10,352262031,CUS35226203136,36,60000,USD,AGENCY,0.099
2022-09-10,745325725,CUS74532572548,48,60000,USD,WEB PAGE,0.099
2022-09-10,872955427,CUS87295542760,60,24990,USD,WEB PAGE,0.115
2022-09-10,336181835,CUS33618183536,36,5500,USD,WEB PAGE,0.115
2022-09-10,171659844,CUS17165984460,60,20000,USD,WEB PAGE,0.115
2022-09-10,217827269,CUS21782726936,36,41600,USD,WEB PAGE,0.1
2022-09-10,525884634,CUS52588463460,60,50000,USD,WEB PAGE,0.2
2022-09-10,198564094,CUS19856409460,60,89600,USD,WEB PAGE,0.11
2022-09-10,400187402,CUS40018740260,60,47100,USD,CONTACT CENTER,0.145
2022-09-10,483133081,CUS48313308160,60,14000,USD,WEB PAGE,0.14
2022-09-10,194019745,CUS19401974524,24,6000,USD,WEB PAGE,0.15
2022-09-10,297319364,CUS29731936448,48,36800,USD,AGENCY,0.105
2022-09-10,579314122,CUS57931412248,48,36800,USD,WEB PAGE,0.105
2022-09-10,989960900,CUS98996090060,60,122000,USD,AGENCY,0.119
2022-09-10,289719294,CUS28971929412,12,9000,USD,WEB PAGE,0.099
2022-09-10,656087174,CUS65608717460,60,100000,USD,AGENCY,0.099
2022-09-10,594960420,CUS59496042048,48,40000,USD,WEB PAGE,0.115
2022-09-10,134689701,CUS13468970136,36,31000,USD,WEB PAGE,0.11
2022-09-10,231833009,CUS23183300960,60,28000,USD,WEB PAGE,0.14
2022-09-10,688487628,CUS68848762860,60,38000,USD,WEB PAGE,0.225
2022-09-10,834973499,CUS83497349960,60,45003.5,USD,WEB PAGE,0.155
2022-09-10,946237868,CUS94623786860,60,35000,USD,WEB PAGE,0.17
2022-09-10,919379083,CUS91937908360,60,43800,USD,WEB PAGE,0.125
2022-09-10,313503054,CUS31350305460,60,34370,USD,WEB PAGE,0.099
2022-09-10,261577295,CUS26157729536,36,15000,USD,WEB PAGE,0.099
2022-09-10,679704779,CUS67970477960,60,40000,USD,WEB PAGE,0.099
2022-09-10,556209422,CUS55620942260,60,40000,USD,WEB PAGE,0.099
2022-09-10,748401005,CUS74840100560,60,140000,USD,AGENCY,0.099
2022-09-10,398390160,CUS39839016060,60,140000,USD,AGENCY,0.099
2022-09-10,585514256,CUS58551425648,48,30000,USD,WEB PAGE,0.105
2022-09-10,946836402,CUS94683640224,24,23400,USD,WEB PAGE,0.11
2022-09-10,521848940,CUS52184894036,36,40000,USD,WEB PAGE,0.195
2022-09-10,986709605,CUS98670960560,60,120000,USD,AGENCY,0.155
2022-09-10,923576728,CUS92357672860,60,15000,USD,WEB PAGE,0.125
2022-09-10,467081319,CUS46708131948,48,72200,USD,WEB PAGE,0.099
2022-09-10,522526442,CUS52252644248,48,15000,USD,WEB PAGE,0.105
2022-09-10,676638659,CUS67663865960,60,46000,USD,WEB PAGE,0.105
2022-09-10,672017634,CUS67201763424,24,9000,USD,WEB PAGE,0.18
2022-09-10,407536533,CUS40753653360,60,90000,USD,WEB PAGE,0.155
2022-09-10,415452028,CUS41545202860,60,39200,USD,WEB PAGE,0.18
2022-09-10,387174457,CUS38717445760,60,90000,USD,WEB PAGE,0.12
2022-09-10,258605726,CUS25860572660,60,30000,USD,WEB PAGE,0.19
2022-09-10,174737683,CUS17473768348,48,46000,USD,WEB PAGE,0.13
2022-09-10,706225551,CUS70622555136,36,15000,USD,WEB PAGE,0.125
2022-09-10,142585197,CUS14258519748,48,35000,USD,WEB PAGE,0.125
2022-09-10,597481418,CUS59748141860,60,88000,USD,WEB PAGE,0.109
2022-09-10,230580059,CUS23058005960,60,140000,USD,WEB PAGE,0.099
2022-09-10,873610281,CUS87361028148,48,50000,USD,AGENCY,0.109
2022-09-10,323693139,CUS32369313960,60,4600,USD,WEB PAGE,0.14
2022-09-10,177051035,CUS17705103536,36,10000,USD,AGENCY,0.115
2022-09-10,612816112,CUS61281611224,24,25000,USD,WEB PAGE,0.105
2022-09-10,167139276,CUS16713927660,60,70000,USD,WEB PAGE,0.135
2022-09-10,775702109,CUS77570210960,60,25000,USD,WEB PAGE,0.16
2022-09-10,857067588,CUS85706758824,24,24550,USD,WEB PAGE,0.115
2022-09-10,817301593,CUS81730159348,48,41800,USD,WEB PAGE,0.105
2022-09-10,647102535,CUS64710253560,60,75443,USD,WEB PAGE,0.104
2022-09-10,708773735,CUS70877373560,60,46000,USD,WEB PAGE,0.099
2022-09-10,129823446,CUS12982344660,60,140000,USD,AGENCY,0.109
2022-09-10,942768960,CUS94276896048,48,21400,USD,WEB PAGE,0.099
2022-09-10,842411722,CUS84241172260,60,30000,USD,AGENCY,0.105
2022-09-10,490503351,CUS49050335160,60,30000,USD,WEB PAGE,0.105
2022-09-10,507099980,CUS50709998060,60,21000,USD,WEB PAGE,0.125
2022-09-10,205885525,CUS20588552536,36,50000,USD,WEB PAGE,0.105
2022-09-10,448025059,CUS44802505960,60,43120,USD,WEB PAGE,0.135
2022-09-10,563319370,CUS56331937036,36,18400,USD,WEB PAGE,0.15
2022-09-10,629207124,CUS62920712460,60,35000,USD,WEB PAGE,0.12
2022-09-10,484422079,CUS48442207936,36,18000,USD,WEB PAGE,0.119
2022-09-10,358150213,CUS35815021360,60,5000,USD,WEB PAGE,0.099
2022-09-10,896162677,CUS89616267736,36,30000,USD,WEB PAGE,0.099
2022-09-10,784201803,CUS78420180336,36,40000,USD,WEB PAGE,0.125
2022-09-10,603331022,CUS60333102260,60,42000,USD,WEB PAGE,0.125
2022-09-10,265358430,CUS26535843060,60,33000,USD,WEB PAGE,0.145
2022-09-10,991557553,CUS99155755360,60,34200,USD,AGENCY,0.17
2022-09-10,478472268,CUS47847226860,60,34200,USD,WEB PAGE,0.135
2022-09-10,142215035,CUS14221503548,48,30000,USD,WEB PAGE,0.13
2022-09-10,280232366,CUS28023236624,24,18000,USD,WEB PAGE,0.12
2022-09-10,411005255,CUS41100525560,60,109000,USD,AGENCY,0.119
2022-09-10,875120510,CUS87512051060,60,43000,USD,WEB PAGE,0.099
2022-09-10,527032123,CUS52703212360,60,94789,USD,WEB PAGE,0.099
2022-09-10,465129720,CUS46512972060,60,12800,USD,WEB PAGE,0.104
2022-09-10,986062589,CUS98606258960,60,13300,USD,WEB PAGE,0.125
2022-09-10,914889577,CUS91488957724,24,11000,USD,WEB PAGE,0.115
2022-09-10,853480042,CUS85348004260,60,55000,USD,WEB PAGE,0.115
2022-09-10,343994269,CUS34399426948,48,40000,USD,WEB PAGE,0.2
2022-09-10,780971281,CUS78097128160,60,100000,USD,AGENCY,0.119
2022-09-10,328021746,CUS32802174648,48,7000,USD,WEB PAGE,0.099
2022-09-10,444146703,CUS44414670324,24,25139.29,USD,WEB PAGE,0.099
2022-09-10,966115764,CUS96611576460,60,59000,USD,WEB PAGE,0.099
2022-09-10,684693758,CUS68469375848,48,50000,USD,WEB PAGE,0.18
2022-09-10,641175821,CUS64117582160,60,98004.78,USD,AGENCY,0.145
2022-09-10,333514630,CUS33351463012,12,10000,USD,WEB PAGE,0.155
2022-09-10,658444310,CUS65844431012,12,5000,USD,WEB PAGE,0.165
2022-09-10,576316839,CUS57631683936,36,37000,USD,WEB PAGE,0.1
2022-09-10,458119471,CUS45811947148,48,22112,USD,WEB PAGE,0.099
2022-09-10,191847587,CUS19184758760,60,101500,USD,WEB PAGE,0.099
2022-09-10,333817325,CUS33381732560,60,32000,USD,AGENCY,0.105
2022-09-10,665790428,CUS66579042860,60,32000,USD,WEB PAGE,0.105
2022-09-10,908867569,CUS90886756936,36,28858.5,USD,WEB PAGE,0.105
2022-09-10,551693795,CUS55169379536,36,766.34,USD,AGENCY,0.339
2022-09-10,416991405,CUS41699140560,60,90000,USD,WEB PAGE,0.155
2022-09-10,651277037,CUS65127703760,60,65000,USD,WEB PAGE,0.18
2022-09-10,737907505,CUS73790750560,60,35000,USD,AGENCY,0.16
2022-09-10,719219334,CUS71921933460,60,35000,USD,CONTACT CENTER,0.115
2022-09-10,503427304,CUS50342730424,24,20000,USD,WEB PAGE,0.18
2022-09-10,854032349,CUS85403234924,24,31000,USD,AGENCY,0.1
2022-09-10,516203834,CUS51620383424,24,31000,USD,WEB PAGE,0.1
2022-09-10,321138974,CUS32113897424,24,13000,USD,WEB PAGE,0.115
2022-09-10,138939123,CUS13893912360,60,86000,USD,AGENCY,0.125
2022-09-10,528604237,CUS52860423736,36,14000,USD,WEB PAGE,0.17
2022-09-10,425467243,CUS42546724360,60,78000,USD,WEB PAGE,0.13
2022-09-10,167799003,CUS16779900312,12,12000,USD,WEB PAGE,0.109
2022-09-10,935076297,CUS93507629748,48,30000,USD,CONTACT CENTER,0.125
2022-09-10,665514762,CUS66551476224,24,9000,USD,WEB PAGE,0.105
2022-09-10,902121133,CUS90212113348,48,20000,USD,WEB PAGE,0.125
2022-09-10,780525112,CUS78052511260,60,43000,USD,WEB PAGE,0.125
2022-09-10,820237096,CUS82023709612,12,28000,USD,WEB PAGE,0.14
2022-09-10,165717300,CUS16571730060,60,37800,USD,WEB PAGE,0.14
2022-09-10,386775178,CUS38677517836,36,12329,USD,WEB PAGE,0.16
2022-09-10,303783620,CUS30378362060,60,20000,USD,WEB PAGE,0.145
2022-09-10,318866448,CUS31886644836,36,8020,USD,WEB PAGE,0.15
